texto,rotulo
"simplesmente comprei uma lente e recebi outra muito inferior na qualidade e no preço. depois de eu devolver o produto e entrar em contato com a loja, fui informado que houve um engano e que não há no estoque a lente que eu comprei. estou extremamente indignado como as americanas, pois fazem um anuncio e vendem produtos que não existem em estoque. digo mais, é bem suspeito essa de enviar um outro produto diferente do comprado. sinceramente, não acredito em envio por engano, mas sim tentativa de ""se colar colou"". deixo aqui meu protesto e informo que nunca mais comprarei nas americanas. hoje mesmo olhei e ainda existe o anúncio da venda da lente nikon af-s nikkor 70-300mm 4.5-5.6g ed vr, quando na verdade ela não existe em estoque. comprei essa lente nas americanas porque o prazo de entrega (5 a 6 dias úteis) me atendia (precisava dela para o carnaval), enquanto, em outras lojas, mesmo o preço sendo mais barato, demorava muito mais tempo para chegar. enfim, uma decepção para mim e um aprendizado para jamais voltar a comprar nas americanas.",1
precisava transmitir do notebook para o monitor do outro lado da sala e funcionou bem,5
"amei muito o produto e super recomendo. super rápido a entrega também, muito atenciosos.",5
o conjunto adaptador/cápsula não se adaptou direito à cafeteira. é necessário fazer muita força para baixar a trava da cafeteira.,1
produto prático e lindo desingner recomendo! atende as necessidades do dia a dia.. ainda mais com o preço que paguei,5
excelente comprei pra minha filha de presente ela gostou muito atende todoa os quisitos,5
"produto muito pratico ,excelente, recomendo a todos devida a sua praticidade para o dia a dia estou devidamente satisfeita com a minha aquisição , obrigada americanas por oferecer produtos de primeira qualidade.",5
não cumprem o prazo de entrega. não atualizam o site com o status do seu pedido. se você espera que seu pedido chegue no prazo irá se decepcionar!!! não recomendo!,1
"entrega rápida, embalagem em ótimas condições, manual etc.",4
"entrega dentro do prazo, parabéns as lojas americanas pela pontualidade.",4
"sem duvida , recomendaria o produto para outros compradores !",5
excelente produto e excelente serviço de venda e entrega,5
"tendo em vista o valor. é esteticamente bonito, decorou o ambiente. agora só esperar pra ver qual sua durabilidade. produto leve, fácil de manusear.",3
"muito melhor do que eu imaginava. cozinha rápido, dá para preparar muita coisa alem do feijão. e o mais importante. sem o barulho das panelas convencionais. super recomendo.",5
adorei a bolsa. excelente material e tamanho excelente para quem gosta de bolsa grande.,4
"excelente produto, e a entrega foi rápida. recomendo.",5
"sou consumidora brastemp... mas notei que a qualidade caiu um pouco, se tivesse visto o produto pessoalmente não teria escolhido ele, pois achei que o acabamento e estética do produto deixou a desejar. escolhi brastemp pelo desempenho do forno, que ainda tenho que avaliar. nota zero pra transportadora - produto veio com um leve amassado no tampo do fogão, não vou trocar por pura preguiça de ter dor de cabeça de devolver!",3
produto bom encaixe bom recomendo furação boa boa qualidade,3
"muito bom o celular, comprei com um ótimo preço, produto excelente e chegou muito antes do prazo!",5
"muito boa antena para quem quer eliminar fios pendurados na parede, pegou todos os canais digitais que estavam disponíveis na região. a antena pode ser colocada atrás da tv pois já vem com uma fita dupla face para isso, tambem pode ser utilizada externamente porque é a prova d´agua. recebe tanto sinal digital quanto analógico alem disso é fm/uhf/vhf, conta tambem com plug 90graus que é ideal para tv´s que estão em suportes ou proximas a parede.",5
"sinceramente não é um produto para profissionais, mas é um ótimo produto para amadores, preço bem acessível. gostei e recomendo.",4
"o produto era para chegar no prazo de um mês, chegou em duas semanas. bem embalado, transportadora ligou um dia antes para saber se tinha alguém para receber em horario comercial. isso facilitou muito, pude agendar o dia seguinte. o colchão veio com dois travesseiros, como estava descrito que viria. no certificado de garantia, estava escrito que o colchão havia sido fabricado no dia 02/02, recebi o colchão no dia 07/02. infelizmente veio com forte cheiro de produto quimico, deixei o dia todo na varanda coberta de casa com ventiladores ligados soprando pra fora. acho que isso ajudou pois na mesma noite o cheiro estava bem mais fraco, mesmo assim estava com ventilador e climatizador ligado e com as janelas abertas. dormi por 8 horas, o melhor sono que tive a anos. ele é mais duro que meu colchão de molas, mas nem se compara ao ortopédico. o magnético é muito melhor, deu pra sentir que o colchão se acomoda com as curvas do corpo. estou satisfeito com tudo que envolveu a compra, a velocidade e cuidado da entrega. as notas fiscais mandadas por e-mail e também veio em folha com o colchão. o certificado de garantia, que além de ter vindo com todas as perguntas respondidas, como o que a garantia cobre ou não. o certificado veio feito de um produto plastico que sem duvida duraria 12 anos, que é o que a garantia cobre. parabéns a americanas pela parceria, a para a eco new colchões pelo ótimo trabalho e dedicação.",5
"amamos a pasta,além do material ser bom ela é muito linda.",5
gostaria de saber as dimensões da cadeira! obrigada,5
"muito pratico,potente e lindo.ssssssssssssssssssssssssssssssssssssssssssssssssssss",5
recomendo comprar neste site bom vendedor e entrega super rápida.,5
o produto foi para presentear. a pessoa ficou muito satisfeito. eu particularmente quero agradecer as lojas americanas mais uma vez surpresa com a entrega rápida. meus parabéns pela dedicação e eficiência.,4
"na questão de entrega do produto dentro do prazo,recolhimento do produto com defeito também,agilidade e atendimento tudo certo,pena o aparelho estar com defeito. mas vou voltar a comprar.",1
gostei muito do produto é melhor do q eu esperava.,4
produto excelente á entrega então a americanas está de parabéns,4
osnsbs sjdudbs sjdidjd sjdidjsbs dkfiymt fnfjdndbd fkfifndjd dnfjdidndn,3
"infelizmente não vou poder opinar pelo produto,pois paguei a entrega rápida que me dá um prazo de 3 dias para entregar, e ainda não recebi o produto. talvez o produto seja bom mais comprando por outra loja, pois a lojas americanas não cumpre o prazo.. isso pq paguei o frete rápido.. já comprei pelo extra e nunca tive problema... lamentável....",1
"apesar da demora na entrega, o produto atendeu plenamente minha necessidade, com um custo bastante aceitável.",5
produto prático e funcional com câmera frontal e traseira excepcional. o processamento com memória de 3gb faz diferença em relação aos smartphones existentes no mercado nacional.,5
"o produto é segue as descrições de anúncio do site, gostei muito da compra",4
"com nove dias de uso o teclado começou a dar problema,no outro dias piorou os aplicativos do celular abrem e fecham sozinhos, nao obedece nossos comandos sendo assim impossivel de usar. pior e que só agora descobri que a asus nao da garantia por ser importado,eu nao sabia que era importado,se soubesse nao teria comprado...pra piorar terei que mandar pra assistencia dessa loja avalanche shop e terei que pagar o envio do meu bolso,sendo que se a asus cobrisse a garantia o envio seria por conta dela.",1
"comprei dois itens desse produto. chegou no prazo programado e superou minha expectativa. produto muito macio e sem defeito, igual a imagem divulgada. recomento",5
"tenho um há tres meses e no primeiro mes começou a reiniciar sozinho. do nada aparece o alo moto, e ja era. tem que esperar um tempao para acessar o celular enquanto ele fica dando loop e reiniciando.",2
foi entregue no prazo. produto é exatamente como descrito no site.,4
a entrega é uma verdadeira piada fica no site falando que tentaram fazer a entrega e nao tinha ninguém 2 vzs sendo que não saio de casa p nada.,2
"estamos super contentes com a compra, minha filha adorou e chegou até antes do prazo estipulado excelente compra recomendo com certeza.",5
"controle top do jeitinho que eu queria perfeito recomento muito , super satisfeita e super indico",5
"superou a minhas expectativa,um celular ótimo e de fácil acesso e manoseio,sem contato que também possui um lindo design.",5
produto de primeira qualidade dasfsdsggggggggggggggggg gggggggggggggggggggggggg gggggggggggggggggggggggggggggggggggggg,5
"não comprem, paguei caro no acessório e não retira o pelo rente a pele, além de ficar tudo falhado causa irritação.",1
"assim que for entregue eu venho mudar minha avaliação , mais ate agora nem a nota fiscal foi emitida !",1
essa tv tem wi-fi?.. ................................,3
"péssimo produto, carregado 100% na energia elétrica não carregou 30% do celular, com a energia solar então kkkk não carregou um fone de ouvidos bluetooth",1
o livro não é em formato de quadrinhos como estamos acostumados nas publicações do asterix.,3
"eles estão vendendo esse produto como se fosse completo, mas para minha surpresa vem sem o cabeçote que faz a limpeza do refil para poder usa-lo. fiz a reclamação e após 2 meses e mais alguns dias recebo um e-mail dizendo que não tem o que ser feito(empresa não me ressarcirá). tomem cuidado, pois na venda do produto não tem nenhuma especificação sobre isso!",1
"comprei m achei um pouco grande, mas dá para usar sim. uso de modelo de calça 44. achei confortável!",3
https://www.youtube.com/watch?v=y5mbp_rcdiq canal: king lords unboxing e review,5
"caixa de ótima potencia, tem opção de mudança de pastas pelo pendrive coisa que não tem nas outras marcas, e quando ligado ao notebook aumenta mais som, pelo note, ou seja melhor custo-benefício e dura 5hs ligado. recomendo!!!!",4
